"T","RH","AH","CO","NOx","NO2","O3"
14.8,63.3,1.0584,-200,-200,-200,430
15,61.5,1.0418,-200,-200,-200,485
15.5,56.9,0.9961,-200,-200,-200,467
16,54,0.9742,-200,-200,-200,436
13.5,63.9,0.9809,-200,-200,-200,682
12.9,65.3,0.9688,-200,-200,-200,927
13.4,62.5,0.9582,-200,-200,-200,1192
14.5,58.8,0.963,-200,-200,-200,1615
15.3,56.7,0.9773,-200,-200,-200,1505
15.6,57.4,1.0075,3.1,236,124,1451
16.6,55.2,1.0382,3,228,121,1409
17,54.3,1.0434,3.2,206,114,1434
18,51.5,1.0552,3.1,188,114,1457
19.5,47.5,1.0653,2.5,158,106,1325
21.6,41.7,1.0606,2.1,124,89,1120
22.2,38.3,1.0106,2,98,82,931
20.3,42.8,1.0053,3.2,160,111,1212
19.7,45.4,1.0312,4.1,194,132,1353
18.8,47.5,1.0199,3.9,174,121,1359
17.9,49.4,1.0064,3.1,157,116,1273
17.5,50.9,1.009,2,109,100,1079
17.4,51.8,1.023,1.7,85,89,973
17,53.9,1.0363,1.6,90,92,951
16.6,55.4,1.0408,1,61,71,714
15.9,57,1.0224,0.8,36,51,579
15,59.2,1.0059,0.5,25,39,542
14.5,61.4,1.0041,0.5,-200,-200,562
14.1,61.6,0.9883,0.5,24,35,526
14.6,58.8,0.9711,0.8,73,64,659
14.4,58.9,0.9594,1.7,164,94,1012
15.3,55.2,0.9538,4.5,329,134,1564
16.2,52.5,0.9576,6.2,302,129,1806
18.4,46.3,0.9734,4.4,256,125,1604
19.6,41.8,0.9407,2.9,182,107,1288
20.2,40.1,0.937,1.6,105,78,931
20.9,36.6,0.8939,2.6,136,91,1162
20.4,34.7,0.8229,2.9,167,116,1064
19.3,35.4,0.7813,2.5,166,131,913
18.6,36.9,0.7829,1.9,115,113,684
18.8,36.8,0.7883,1.9,109,98,710
17.5,40.6,0.8068,2.7,143,116,923
16.8,44.3,0.8428,3,159,120,1006
16.3,47.7,0.8746,3.3,181,126,1083
15.6,50.7,0.8947,3.2,178,126,1161
15.7,49.4,0.8768,1.8,91,90,800
15.8,48.6,0.8653,1.3,76,81,647
15.7,47,0.8325,1.1,66,74,649
15.7,45.9,0.8121,0.9,56,67,575
15.6,44.9,0.792,0.7,35,46,455
15.6,44.4,0.7827,0.4,21,30,392
16.1,42.4,0.7718,0.3,-200,-200,340
15.7,45.4,0.8063,0.3,12,19,320
15.3,50.1,0.8617,0.3,22,32,331
14.2,58.6,0.9443,0.8,55,61,426
14.3,58.2,0.9431,2.8,152,111,830
15,52,0.8817,3.1,153,102,1006
13.6,61.4,0.9519,2.3,152,116,820
16.1,53.1,0.9675,1.6,112,96,737
16.6,44.3,0.8294,1.5,119,97,790
17.4,40.3,0.7922,1.6,122,110,760
18.1,42.2,0.8679,1.8,115,103,767
14.4,51.8,0.8433,1.4,84,79,626
10.9,76.4,0.9953,1.9,146,104,776
16.4,47.7,0.8819,1.2,65,69,589
18,37.1,0.7598,2.3,120,96,872
14.7,48.7,0.8089,3.3,185,121,996
11.3,71.3,0.9514,3.1,157,129,1033
10,74,0.9087,3.3,174,116,982
9.8,71.8,0.8702,1.2,62,71,518
9.3,75.2,0.8796,1.3,81,85,631
9.6,76,0.9088,1.9,118,101,879
9.3,75,0.8799,1.4,95,97,839
9,76.7,0.8825,1.5,84,89,876
8.2,79.6,0.8672,1.1,56,72,827
7.6,80.6,0.8437,0.8,-200,-200,781
8.3,75.6,0.8302,-200,43,57,699
8.1,72.1,0.7798,0.8,69,62,723
8.1,70.4,0.7609,1.1,74,64,797
8.1,70.5,0.7627,2.6,161,80,1138
9.9,64.3,0.7859,5.1,308,118,1605
13,54.2,0.809,4.2,300,130,1569
16.5,42.6,0.7912,2.6,189,113,1319
19.3,34.2,0.7566,2.4,164,112,1198
21.5,27.4,0.6941,2.1,122,96,958
20.4,26.7,0.6323,2.6,166,125,1068
20.6,22.6,0.5432,2.8,181,128,1010
20.6,24.8,0.5931,2.5,127,101,928
21,25.4,0.6264,1.9,106,95,816
21.5,24.5,0.6203,3.6,192,138,1216
19.3,28.6,0.6357,4.6,241,154,1463
18,32.9,0.6737,6.3,326,171,1791
15.8,39.8,0.7096,4.3,232,136,1425
15.3,41.5,0.7194,1.6,92,93,922
14.1,46,0.7363,1.4,95,99,971
-200,-200,-200,2,129,106,-200
-200,-200,-200,2.4,154,109,-200
-200,-200,-200,1.8,118,97,-200
-200,-200,-200,1,69,83,-200
-200,-200,-200,1,-200,-200,-200
-200,-200,-200,1,97,79,-200
-200,-200,-200,0.9,145,84,-200
-200,-200,-200,1.5,169,86,-200
-200,-200,-200,2.6,250,111,-200
-200,-200,-200,2.9,215,117,-200
-200,-200,-200,2.7,237,122,-200
-200,-200,-200,2.4,190,119,-200
-200,-200,-200,2.6,219,121,-200
-200,-200,-200,4.1,294,127,-200
-200,-200,-200,4.3,253,135,-200
-200,-200,-200,2.2,176,119,-200
-200,-200,-200,3.4,243,137,-200
-200,-200,-200,3.6,214,139,-200
-200,-200,-200,2.5,141,117,-200
-200,-200,-200,2.8,166,127,-200
-200,-200,-200,3.4,197,137,-200
-200,-200,-200,3,191,127,-200
-200,-200,-200,2.1,159,107,-200
-200,-200,-200,2.4,175,102,-200
12,67.9,0.9523,2.3,157,95,1151
12,66.9,0.9336,1.3,83,79,975
11.5,70.1,0.9503,1.7,118,78,1034
11.4,69.8,0.939,1.7,101,75,980
11.1,69.3,0.9128,1,-200,-200,825
10.8,70.3,0.9092,0.8,46,52,807
10.2,73.4,0.9129,1,81,55,842
10.8,70.5,0.9142,1.4,112,65,950
11,71,0.9279,1.7,150,72,1024
12.4,64,0.9206,2,138,76,1098
15,53.1,0.8993,2,124,84,1011
16.6,44.4,0.8313,1.9,124,90,931
18,38.4,0.7862,2.1,115,89,811
20.6,30,0.7213,1.8,101,87,756
19.9,26.7,0.6137,1.5,90,88,607
19.8,23.1,0.5283,1.3,90,81,498
21.4,22.7,0.5722,1.4,89,89,540
22.1,21.3,0.5605,1.5,92,91,544
21.1,24.5,0.604,1.7,103,104,620
18.3,31.6,0.6562,2,122,111,740
16.1,35,0.6372,2.5,159,129,921
14.8,41.5,0.6929,2.4,172,133,1033
13.2,50.3,0.7577,2,125,115,984
12.3,55.5,0.7916,2.9,187,125,1193
11.8,56.6,0.7833,2.5,174,117,1219
11.2,56.2,0.7469,1.4,75,84,913
11,56.6,0.7418,1.2,48,63,750
9.3,64.3,0.7531,1,61,68,772
8.8,66,0.7501,1,-200,-200,712
7.8,70.4,0.7463,-200,38,52,712
7.7,70.7,0.7463,0.7,38,49,727
7.4,71,0.7346,0.8,41,49,746
8.2,66.6,0.7283,0.9,51,52,733
8.7,64.3,0.7267,1.1,61,58,727
13,47.9,0.7116,1,47,51,642
17.4,35.4,0.699,1.6,87,77,810
20.2,29.2,0.683,1.8,107,90,851
22.7,22.9,0.6224,2.6,161,118,911
22.3,22.4,0.5955,1.1,61,70,611
22.2,18.9,0.4993,0.6,26,35,368
22,19,0.4969,0.9,42,46,369
21,23.6,0.5788,1,55,58,394
19.6,27.4,0.6162,1.2,65,61,415
17.9,30.8,0.6258,1.4,75,80,469
16.4,35.3,0.6532,2,93,93,607
15.6,37.5,0.6575,1.1,63,78,498
15.5,36.7,0.6438,1.1,60,76,481
14.5,39,0.6428,1.1,63,74,465
14.2,38.2,0.6163,1.1,66,81,478
13.7,38.3,0.5957,0.7,41,58,366
14.1,34,0.5442,0.6,42,59,332
14.6,34,0.5605,0.7,36,54,346
14.4,32.8,0.5364,0.6,-200,-200,350
13.9,30.9,0.4868,0.3,16,25,274
13.5,37.9,0.5852,0.3,16,26,263
13.9,43.6,0.6871,0.4,33,49,314
13.5,50.1,0.7706,0.5,39,53,367
13.3,53.6,0.8169,0.6,45,57,432
13.4,56,0.8576,0.8,63,73,536
13,59.6,0.886,1,71,78,555
12.7,62.7,0.9173,1.3,104,93,677
12.1,60.5,0.8505,1.1,85,71,557
11.2,64.4,0.8537,0.6,53,56,421
10.7,67.6,0.8703,0.7,58,60,423
11.4,61.2,0.8236,1.2,89,77,519
9.9,70.5,0.8581,1.4,96,82,533
10.3,65.2,0.8151,1.2,88,77,537
11,58.9,0.7714,1.3,100,91,612
10.6,59.5,0.7595,1.8,127,93,697
10.6,57.7,0.7362,1.2,88,82,573
10.6,56.1,0.7149,0.8,66,74,489
10.3,58,0.7239,0.8,61,68,474
10.4,58.4,0.7352,0.8,54,65,455
10.7,58.2,0.7459,0.7,46,58,433
10.5,59.9,0.7624,0.5,25,36,376
10.5,60.8,0.7704,0.3,18,29,360
10.6,63.1,0.8068,0.4,-200,-200,384
11.1,60.1,0.7925,0.3,21,28,363
10.1,68.4,0.8443,0.7,76,68,525
10,68.7,0.8456,1.6,149,99,873
11,64.2,0.8398,3.9,328,130,1399
12,58.1,0.8138,4.5,282,128,1501
12.8,52,0.7643,2.7,206,120,1186
12.6,50.8,0.7387,1.6,133,93,911
13.8,47.4,0.7435,1.6,137,96,919
15.1,42.7,0.7294,1.6,116,84,791
16.3,38.1,0.7006,1.5,112,87,751
16.6,36.7,0.6867,1.8,128,87,805
15.8,40.5,0.7241,2.1,145,103,966
16.3,41.8,0.7712,1.7,110,88,869
16.1,42.8,0.7783,3,184,118,1196
15.3,46.8,0.8074,4.6,243,134,1523
14.7,47,0.7815,5,259,144,1579
14.1,49.6,0.7931,3.5,205,129,1370
13.5,54.1,0.8351,2.1,144,108,1204
12.3,59.2,0.8461,2.1,152,104,1201
11.6,62.2,0.851,1.5,108,90,1122
11.5,61.4,0.8303,1.1,64,74,1003
10.9,64.6,0.8395,0.9,73,73,918
11.1,63.2,0.8331,0.7,47,60,836
10.7,64.4,0.8284,0.4,-200,-200,759
10.7,63.8,0.8174,-200,45,57,755
10.2,65.8,0.8196,0.9,79,62,820
10.3,65.6,0.8225,1.6,113,71,998
10.8,64,0.8307,3.9,263,94,1403
13.3,55.6,0.8453,5,275,99,1641
15.8,46.8,0.8328,4.3,263,119,1534
19.5,34.4,0.7738,2.7,183,103,1257
21.1,30.2,0.745,2.1,147,95,1026
18.4,34.2,0.7185,2.1,132,95,993
21,30.6,0.7538,-200,-200,-200,919
21.4,28.7,0.7231,-200,-200,-200,1032
21.3,27.3,0.6856,-200,-200,-200,1077
20.4,30.4,0.7193,-200,-200,-200,883
18.7,34.8,0.7436,-200,-200,-200,1036
18.6,34.7,0.7369,-200,-200,-200,1144
17.9,35.8,0.7276,-200,-200,-200,1212
16.5,42.1,0.7856,-200,-200,-200,1486
14.8,49.7,0.8321,-200,-200,-200,1440
13.4,54.3,0.8291,-200,-200,-200,1242
13.4,54.2,0.8319,-200,-200,-200,1089
12.3,57.6,0.8223,-200,-200,-200,993
11.6,58.8,0.7996,-200,-200,-200,862
10.7,62.3,0.7988,-200,-200,-200,815
10.2,63.2,0.7865,-200,-200,-200,714
10.5,61.3,0.7761,-200,-200,-200,682
9.3,65.8,0.7722,-200,-200,-200,744
9.1,67.4,0.7814,-200,-200,-200,1050
10.2,62.9,0.7831,-200,-200,-200,1522
11.6,58.7,0.7999,-200,-200,-200,1623
13.5,53.4,0.8196,3.9,309,114,1638
15,49.3,0.8364,3.8,327,127,1633
17.1,42.1,0.812,3.8,299,135,1654
18.4,36.9,0.7758,3.9,257,135,1559
19.3,35.4,0.7824,3.5,195,120,1374
19.2,35.7,0.7826,4,231,129,1418
21.5,30.4,0.7677,3,170,114,1228
19.6,34.6,0.7807,3.1,192,129,1293
19.6,35.5,0.8017,5.2,251,149,1642
18.3,44.1,0.9183,5.9,289,149,1895
17.4,47.8,0.9392,7.3,351,158,2086
16.8,49.8,0.9446,6.1,319,148,1898
16.2,53.2,0.9723,4.6,264,134,1758
14.9,59.1,0.9928,2.5,144,111,1284
13.9,64,1.013,2.2,119,106,1075
13.7,66.8,1.041,2,120,108,1084
13.4,69.6,1.0688,1.9,96,93,1049
12.8,71.9,1.0632,1.6,77,83,1021
12.9,68.5,1.0155,1,-200,-200,778
11.9,74.8,1.038,1,63,69,948
11.6,76.4,1.0415,1.2,97,77,988
11.7,75.3,1.0325,2,180,87,1184
12.8,71,1.0428,4.5,352,109,1600
13.8,61.1,0.9595,4.1,279,116,1495
15.3,51.4,0.8886,2.6,186,105,1188
16.6,48.7,0.9146,2.3,169,106,1166
17.6,46.7,0.9324,2.6,172,108,1219
19.2,42.7,0.9425,2.4,127,100,1128
15.7,62.5,1.1092,4.3,230,149,1373
14.5,75.7,1.2425,4.6,280,148,1415
14.4,77.4,1.2654,4,242,126,1302
14.6,74.9,1.2391,4.7,250,140,1308
14.6,76,1.2573,5.7,309,142,1449
14,76.3,1.2166,5.2,270,141,1385
13.9,78,1.2303,6.4,323,149,1492
13.8,78,1.2229,6,307,140,1380
13.5,79.4,1.2224,3.4,224,117,1167
13.1,80.1,1.2016,2.7,166,103,1095
12.8,81,1.1915,3.1,171,99,1105
12.7,80.6,1.1819,2.6,169,100,1051
12.5,81.8,1.1838,2.2,120,88,1009
12.7,81.2,1.1849,1.9,103,83,972
12.4,82.4,1.1848,-200,-200,-200,884
12.6,79.9,1.1619,-200,-200,-200,661
12.8,80,1.1761,-200,-200,-200,774
12.6,79.9,1.1596,-200,-200,-200,868
12.5,79.6,1.1538,-200,-200,-200,965
12.8,80.8,1.1863,-200,-200,-200,985
13.5,78.1,1.1997,-200,-200,-200,963
14.6,74.9,1.2348,-200,-200,-200,1069
16.8,61,1.1599,-200,-200,-200,864
18.8,50.1,1.0769,-200,-200,-200,641
19.3,47.1,1.0445,-200,-200,-200,740
19.3,46.6,1.0298,-200,-200,-200,532
19.7,44.4,1.0081,-200,-200,-200,572
19.3,45.7,1.0161,-200,-200,-200,630
17.9,49.9,1.0135,-200,-200,-200,608
16.9,53.2,1.0179,-200,-200,-200,644
16.1,56,1.0151,-200,-200,-200,833
16.5,52.8,0.986,-200,-200,-200,923
16.9,51.1,0.9743,-200,-200,-200,790
17,50.8,0.9751,-200,-200,-200,961
16.9,54.8,1.0455,-200,-200,-200,1177
16.3,57.2,1.0492,-200,-200,-200,943
16,56.2,1.0164,-200,-200,-200,742
15.6,60.2,1.0617,-200,-200,-200,705
14.6,68.2,1.1282,-200,-200,-200,663
14.3,69.6,1.1257,-200,-200,-200,536
13.8,71.9,1.1312,-200,-200,-200,441
13.8,72.7,1.1402,-200,-200,-200,477
14.2,72.3,1.1632,-200,-200,-200,506
14.5,72.9,1.195,-200,-200,-200,608
14.2,75.6,1.2201,-200,-200,-200,663
14.5,77.2,1.2695,-200,-200,-200,912
14.9,74.5,1.253,-200,-200,-200,963
15.5,67.4,1.178,-200,-200,-200,803
16.7,56,1.0544,-200,-200,-200,564
17.1,55.5,1.0724,-200,-200,-200,501
16.2,62.4,1.1423,-200,-200,-200,701
17.4,58.9,1.1567,-200,-200,-200,783
17.5,54.6,1.08,-200,-200,-200,784
17.5,54.2,1.0722,-200,-200,-200,861
17,55.1,1.0621,-200,-200,-200,1156
16.4,57.8,1.0669,-200,-200,-200,1047
15.8,60.4,1.0744,-200,-200,-200,1034
15.5,63.3,1.1071,-200,-200,-200,962
15,65.2,1.1045,-200,-200,-200,1100
14.5,67.3,1.1054,-200,-200,-200,1047
14.1,70.1,1.1224,-200,-200,-200,874
13.8,73.3,1.1518,-200,-200,-200,747
13.1,78.3,1.1716,-200,-200,-200,589
13,78.2,1.1664,-200,-200,-200,635
14.3,70.1,1.1328,-200,-200,-200,671
14,70.9,1.1306,-200,-200,-200,992
15.4,64.2,1.1123,-200,-200,-200,1308
16.5,57.9,1.0826,-200,-200,-200,1303
18.8,48,1.0323,-200,-200,-200,893
19.5,43.3,0.9706,-200,-200,-200,715
18.5,45.5,0.9606,-200,-200,-200,685
18,46.7,0.9569,-200,-200,-200,947
16.5,58.2,1.0813,-200,-200,-200,1049
12.1,75.6,1.0662,-200,-200,-200,741
11.1,75.6,0.9974,-200,-200,-200,801
10.5,79,1.0016,-200,-200,-200,969
10,80.5,0.9853,-200,-200,-200,1038
11.3,70.5,0.9389,-200,-200,-200,889
10.7,71.5,0.9197,-200,-200,-200,879
9.9,74,0.9009,-200,-200,-200,846
10.8,68.2,0.8806,-200,-200,-200,712
10.2,74,0.9176,-200,-200,-200,747
10.1,77.5,0.9579,-200,-200,-200,791
9.9,77.7,0.9497,-200,-200,-200,637
9.5,80.2,0.9533,-200,-200,-200,553
9.5,79.7,0.9489,-200,-200,-200,449
9.7,78.9,0.9487,-200,-200,-200,485
9.8,80,0.967,-200,-200,-200,540
10,79.6,0.98,-200,-200,-200,685
10.3,79.4,0.9927,-200,-200,-200,925
11,77.4,1.0135,-200,-200,-200,1382
12.3,69.2,0.9906,-200,-200,-200,1645
14.5,60.4,0.9936,-200,-200,-200,1514
16,56.3,1.0185,-200,-200,-200,1509
18.1,51.1,1.0551,-200,-200,-200,1520
23,37.5,1.0389,-200,-200,-200,1471
21.8,39.6,1.0209,-200,-200,-200,1282
21.9,37.2,0.9683,-200,-200,-200,1004
23.8,31.4,0.9132,-200,-200,-200,714
25.9,26.9,0.8845,-200,-200,-200,940
25.8,29.9,0.9808,-200,-200,-200,1272
22.6,39.5,1.0679,-200,-200,-200,1526
19.9,45,1.0364,-200,-200,-200,1488
17.9,47.4,0.9657,-200,-200,-200,1475
16.8,50.4,0.9545,-200,-200,-200,1182
16,52,0.9375,-200,-200,-200,933
14.2,59.1,0.952,-200,-200,-200,1001
14.2,56.7,0.9111,-200,-200,-200,756
12.2,67.7,0.9625,-200,-200,-200,952
13.2,61.7,0.9328,-200,-200,-200,808
10.9,71,0.9249,-200,-200,-200,779
11.3,67.6,0.9038,-200,-200,-200,717
10.1,71.8,0.888,-200,-200,-200,779
10.2,70.9,0.8841,-200,-200,-200,1009
11.8,66,0.9085,-200,-200,-200,1595
14,58.2,0.9271,-200,-200,-200,1940
17,50.2,0.9646,-200,-200,-200,1628
22.3,36.9,0.9838,-200,-200,-200,1573
24.4,30.9,0.934,-200,-200,-200,1187
25.9,26.7,0.8771,-200,-200,-200,900
25.8,26.1,0.854,-200,-200,-200,800
26.3,24.8,0.8393,-200,-200,-200,770
27,22.2,0.7805,-200,-200,-200,758
27.3,20.5,0.7308,-200,-200,-200,886
25.8,24.1,0.7912,-200,-200,-200,1219
25.3,28.9,0.9151,-200,-200,-200,1725
23.8,33.7,0.9786,-200,-200,-200,1745
21.4,36,0.9059,-200,-200,-200,1600
19.8,39.5,0.9016,-200,-200,-200,1310
19.2,42.1,0.9273,-200,-200,-200,1208
18.8,45.8,0.9855,-200,-200,-200,1074
17.1,50.8,0.9828,-200,-200,-200,993
16.2,53.4,0.9775,-200,-200,-200,923
16,53.5,0.9691,-200,-200,-200,819
14.3,59.2,0.9601,-200,-200,-200,727
13.3,62.6,0.9498,-200,-200,-200,694
13.4,59.5,0.9097,-200,-200,-200,727
12.2,64.1,0.9062,-200,-200,-200,926
13.9,57.2,0.9029,-200,-200,-200,1194
15.2,53.2,0.9107,-200,-200,-200,1502
19.2,41.6,0.9154,-200,-200,-200,1743
23.7,30.6,0.8854,-200,-200,-200,1542
26.1,26.8,0.8921,-200,-200,-200,1354
28.1,24.4,0.9138,-200,-200,-200,1175
28.3,23.9,0.906,-200,-200,-200,916
28,21,0.7814,-200,-200,-200,818
30.8,16.4,0.7167,-200,-200,-200,1028
31.3,16.2,0.7262,-200,-200,-200,1113
29.4,20.5,0.8262,-200,-200,-200,1431
25.8,24.3,0.794,-200,-200,-200,1503
23.8,29.5,0.8559,-200,-200,-200,1775
22,34.8,0.908,-200,-200,-200,1505
20.2,37.4,0.8748,-200,-200,-200,1211
19.3,38.8,0.8559,-200,-200,-200,872
17.9,43.7,0.8856,-200,-200,-200,855
17.2,47.9,0.9334,-200,-200,-200,1170
16.3,49.7,0.916,-200,-200,-200,1024
16.7,46.5,0.8755,-200,-200,-200,841
14.6,53,0.8775,-200,-200,-200,760
14.1,53.9,0.8633,-200,-200,-200,803
14.2,52.2,0.8413,0.6,59,59,793
14.3,55.4,0.9003,0.8,72,67,906
14,58,0.9202,4,244,95,1541
15.4,53.3,0.9289,5.6,351,123,1861
19.1,42.1,0.9233,5,358,142,1895
23.7,31,0.8968,3.2,245,142,1684
26.9,25.7,0.8942,3.8,240,169,1731
29.7,20.6,0.8478,3.3,179,142,1402
29.2,21.5,0.8573,3,160,136,1246
29.6,20.1,0.8181,3.2,174,147,1342
30,19.4,0.81,4.4,260,196,1489
29.5,20.1,0.8136,4.6,281,186,1532
27,26.8,0.9403,5.2,284,177,1909
24.9,30.8,0.954,4.8,250,164,1757
23.1,36.7,1.0244,5.6,281,161,1983
21.5,40.8,1.0333,4.6,230,146,1703
20.5,41.5,0.9864,1.8,98,98,1246
19.2,44.9,0.9875,2.2,121,108,1321
18.8,47.7,1.0221,2,110,107,1375
18.2,49.7,1.0284,2.8,161,113,1456
16.1,57.4,1.0451,2.6,148,100,1442
16.3,55.3,1.0178,1.8,109,87,1243
15.7,53.6,0.9483,1.1,-200,-200,1078
16.9,49.8,0.9514,-200,45,60,939
14.8,57.7,0.9644,0.7,71,65,937
14,59.7,0.9499,0.9,75,64,1019
14.6,56.8,0.9385,1.5,106,73,1140
16.7,51.9,0.9788,2.5,166,86,1351
20,45,1.039,3,188,105,1459
23.9,33.7,0.9837,2.6,161,107,1297
26.8,29.5,1.0209,2.6,139,114,1291
27.2,32.4,1.1493,2.6,134,105,1296
26.9,32.1,1.1217,1.9,84,74,972
24.3,41.8,1.2561,2,98,95,1194
25.6,36,1.1629,1.7,91,89,880
27,31.8,1.1176,1.9,99,95,909
27.5,31.6,1.1417,1.8,90,93,839
24.9,38.1,1.1838,2.8,147,123,1248
23.4,39.7,1.1276,3.5,177,134,1476
21.2,50.8,1.2631,3.4,162,126,1502
15.6,73.5,1.2953,2,88,79,873
12.9,79.7,1.1774,1.1,53,54,528
11.5,76.9,1.0436,1.3,68,69,492
12.2,66.8,0.9455,1.2,61,67,463
12.4,64.1,0.9209,1.3,71,73,494
12.7,58.7,0.8605,1,63,73,503
12.6,58.6,0.8529,1.3,-200,-200,581
12.5,51.2,0.7374,-200,23,33,350
12.5,50.9,0.7346,0.3,14,20,305
12.8,49.3,0.7285,0.5,34,37,329
13.5,48.6,0.7487,0.6,42,50,375
14.4,45.9,0.7476,0.6,40,45,373
15.1,43.9,0.7487,0.8,48,48,385
16.6,38.6,0.7236,1,61,56,403
17.2,35,0.6789,0.9,58,58,393
17.4,33.9,0.6683,1,57,52,388
17.9,30.7,0.6234,0.8,54,52,371
18.3,27.2,0.5675,0.7,41,44,347
19.4,25.7,0.5738,0.9,57,59,396
20.2,24.1,0.563,1.3,83,74,474
19.6,24.9,0.5625,1.4,81,76,505
18.5,27.8,0.5843,1.5,98,83,625
17.8,30.3,0.6129,2.7,124,100,941
16.6,34,0.6353,2.5,133,101,893
15.5,37,0.6447,1.4,100,90,731
14.8,39.5,0.6595,2.8,116,93,955
14.5,42,0.6896,2.1,102,79,761
14.1,44.9,0.7206,1.1,55,57,515
14.2,45.5,0.7333,0.7,33,43,434
14.1,45.3,0.7247,0.4,17,25,369
14,44.3,0.7038,0.3,-200,-200,335
14.1,43,0.689,-200,10,17,319
13.9,43.9,0.6923,0.4,35,44,378
14,43.8,0.6959,0.8,70,72,517
14.4,43.6,0.7113,1.9,116,91,786
15,41.7,0.7093,2.1,134,89,844
16.3,38.4,0.7052,1.4,113,84,720
18.3,32.3,0.676,1.4,110,83,668
18.8,31.7,0.6821,1.3,98,78,605
19.6,30.9,0.6968,1.5,96,80,646
20.2,30.7,0.7176,1.6,95,75,640
19.7,32.5,0.7396,1.3,86,77,571
20.7,31.6,0.7602,1.4,86,77,605
20,32.7,0.7545,1.5,91,81,636
18.6,35.4,0.7535,2.2,119,101,886
18.3,35.9,0.7501,3.2,147,119,1032
17.8,37.5,0.7568,3,135,111,977
17.3,38.8,0.7584,2.6,124,109,924
17.3,38.8,0.7596,1.6,89,101,846
16.4,40.8,0.7542,1.5,79,89,755
16,41.4,0.7487,1.2,63,75,610
15.4,43,0.7482,0.8,39,51,439
15.7,42.5,0.7539,0.7,25,39,402
15.6,43.4,0.7651,0.5,19,32,406
15.2,45.8,0.7864,0.5,-200,-200,424
14.7,49.9,0.828,-200,34,49,558
15.5,47.3,0.8282,0.7,58,68,746
14.4,53.1,0.8677,1.4,112,76,1126
15.9,48.5,0.8704,4.1,314,122,1703
18.1,40.3,0.8294,4.6,240,129,1628
19.6,35.9,0.81,1.9,128,94,936
22.8,29.1,0.796,1.9,141,99,890
24.8,25.3,0.7793,1.7,118,81,757
27.2,22,0.7785,2.4,132,87,949
28.2,20.4,0.7677,3,150,107,1109
25.4,24.2,0.7733,2,121,95,870
25.7,23.8,0.7737,2.7,149,110,1011
27.2,22.1,0.7811,2.2,120,99,885
27,22.3,0.786,2.9,155,113,1015
24.5,27.8,0.8433,3.4,172,127,1155
23.7,30.2,0.8718,3.9,177,131,1315
21.5,34.5,0.8746,3.6,181,137,1359
19.9,37.8,0.8675,2.5,135,122,1194
18.9,40.6,0.8771,1.8,99,100,951
17.9,43.5,0.884,2,111,108,1054
17.4,46.3,0.9112,1.3,72,83,980
18.1,44.7,0.9186,1,54,74,898
16.5,50.1,0.9331,0.6,41,64,803
14.2,56.9,0.9141,0.6,-200,-200,684
14.7,56.2,0.9341,-200,24,40,644
16.3,52.8,0.9722,0.5,29,39,677
13.9,60.7,0.9597,1.1,76,69,996
15,58.3,0.9876,5.5,321,104,1736
16.1,54.8,0.996,4.2,274,100,1692
19.3,46.4,1.0248,4.6,322,146,2108
24.2,33.8,1.0097,3.4,255,155,1807
26.7,28.7,0.9895,2.8,196,139,1566
27.4,28.2,1.0098,2.5,136,121,1293
28.1,26.9,1.0094,2.4,119,108,1219
27.7,26.5,0.9693,3.2,169,126,1330
28.4,23.4,0.8935,3.5,197,145,1299
28.4,26,0.9922,2.9,140,121,1111
27.3,30,1.0752,3.6,178,145,1300
24.3,37.3,1.1199,4.8,223,160,1653
23.1,42.2,1.1746,5.4,222,155,1716
21.8,43.6,1.1226,5.3,265,162,1720
19.8,46.8,1.0702,2.7,151,129,1339
19.6,49.8,1.1221,1.4,79,96,1166
17.9,56.2,1.142,1.6,87,92,1256
17.4,55.6,1.0963,1.5,88,89,1125
16.8,59.5,1.1269,1,51,61,968
15.9,60.1,1.0806,0.6,34,54,814
15.6,61.2,1.0784,0.4,-200,-200,743
14.6,63.4,1.0446,-200,31,44,758
13.3,67,1.0203,0.8,76,57,861
12.9,66.5,0.9846,1.5,139,68,1047
14.8,61.3,1.0237,4.9,293,95,1665
16.1,56.5,1.0274,7.2,368,125,1982
18.6,47.8,1.0143,3.5,250,135,1711
23.8,30.2,0.8771,2.1,145,118,1204
25.4,25,0.7966,1.5,110,91,871
25.6,25.5,0.8234,2,104,89,1040
24.9,29.9,0.9325,3.8,205,129,1439
22.4,37.9,1.016,3.4,201,122,1516
21.7,44,1.1242,4.4,266,138,1693
21.4,44.4,1.1176,3.9,246,136,1635
20.8,45.3,1.1016,4.9,247,143,1688
20.2,48.6,1.1354,5.4,271,145,1820
20.2,50.8,1.1924,6.5,332,146,2006
18.6,57.6,1.2233,4.3,245,122,1740
18.2,58.8,1.2173,2.9,180,112,1577
17.8,61,1.2352,2.7,156,102,1443
17,70.7,1.3554,2.8,172,97,1411
16.2,76.9,1.4051,2.3,137,85,1217
15.7,78.6,1.3943,1.7,91,76,1086
15.7,78.4,1.3917,1.2,80,74,1050
15.7,77.4,1.3683,1,-200,-200,965
15.4,78.5,1.3635,-200,46,56,906
15.7,74.7,1.3194,0.8,68,66,917
15.9,73.1,1.3136,1.7,162,90,1116
16.6,68.2,1.2737,3,213,111,1380
18.7,57.6,1.2323,3.4,161,103,1378
